"Intook Time","Intook Pose X","Intook Pose Y","Intook Pose θ","Shot Time","Shot X","Shot Y","Shot θ","Autonomous/Teleop","Speaker/Amp","Pivot Intended Position","Pivot Actual Position","Left Shooter RPM","Right Shooter RPM","Match Number","Alliance","Battery Voltage"
"PRELOAD","PRELOAD","PRELOAD","PRELOAD","13","1.9255102436570508","3.8346507751363856","-0.7281295473163841","Autonomous","Speaker","22.980580504373076","22.745254516601562","2927.522705078125","2137.985107421875","32","Blue","9.13084228515625"
"8","3.3115646264465624","2.862858070442261","-0.7929881725041741","8","3.3590578077525124","2.793870153820595","-0.7177272400985347","Autonomous","Speaker","15.278824320898968","15.588302612304688","3414.22998046875","2518.480712890625","32","Blue","8.452335449218749"
"4","5.947107810731972","1.6770745869749497","-0.5992272242343689","2","3.319436449621705","2.8805341444241925","-0.8397745865346861","Autonomous","Speaker","14.99338707788331","15.236328125","3360.38916015625","2418.4345703125","32","Blue","8.383228271484375"
"127","7.322024425418135","-4.842361163425309","-2.7806046505125015","124","7.5094703279466515","6.317940072473499","-0.8879919541554536","Teleop","Speaker","14.406463921782484","14.361175537109375","3335.7041015625","2273.44921875","32","Blue","9.90986865234375"
"115","13.78932563205861","2.268772175553361","-0.4732948463901938","111","6.3674609714519885","6.488396121333554","0.005944006439578029","Teleop","Speaker","10.570755560311676","10.404571533203125","3730.85595703125","3034.101806640625","32","Blue","7.12045166015625"
"106","13.783071694937787","0.8938920860067268","-0.6986937008559773","103","9.062228286597827","2.4648716192732416","-0.6212465391265178","Teleop","Speaker","29.5","29.4970703125","2317.684814453125","1424.53955078125","32","Blue","8.546572509765625"
"89","14.802475646076637","0.6924016338172372","-1.0622946557282071","83","4.0305184675190535","5.164249765233298","-0.11109163735107544","Teleop","Speaker","15.420685330569393","15.680374145507812","3353.955810546875","2338.424072265625","32","Blue","8.81671875"
"82","1.3796853328028793","3.588150073896755","-2.2481599073192275","79","1.8676653193016888","4.6150625210998655","-0.4162772505229097","Teleop","Speaker","26.96265762595625","27.109649658203125","3048.054443359375","2072.786376953125","32","Blue","8.370663330078125"
"76","1.309990366703107","3.2069865510242566","-2.0856852311065666","74","2.4885343323167923","4.768380139575071","-0.21474740394604197","Teleop","Speaker","23.608766907441172","23.34820556640625","3014.574951171875","2137.427978515625","32","Blue","7.717286376953124"
"73","3.8817335034217275","5.269052566442639","-0.12847822029625963","71","3.9148226482691917","5.340264570358473","-0.02441883077030502","Teleop","Speaker","16.160862415977014","16.012130737304688","3224.917236328125","2256.115478515625","32","Blue","7.7424162597656245"
"65","14.025153406923888","0.9850463528682335","-0.7626189493683092","61","5.142781825572906","6.214442195788747","0.1934213835889478","Teleop","Speaker","12.05330478413626","12.092620849609375","3425.841552734375","2517.574462890625","32","Blue","9.00519287109375"
"56","15.556211688095864","7.851870425896258","0.5199735000336885","49","4.022030778802389","6.907448835631114","0.3287542680421156","Teleop","Speaker","13.965162513633723","14.245391845703125","3521.01318359375","2571.37744140625","32","Blue","9.168537109375"
"46","3.7701633625451354","5.83626201770277","-0.4731796591062327","44","2.5458693546679285","5.265213096395123","-0.07929967707726047","Teleop","Speaker","23.68519028970401","23.445159912109375","3213.381591796875","2331.071044921875","32","Blue","8.069104736328125"
"40","1.024502098545455","2.350135657026523","-0.8950233742495715","38","1.9148887980192577","4.451530148492513","-0.46772290654421544","Teleop","Speaker","26.14323118862153","26.247344970703125","3237.146240234375","2364.19482421875","32","Blue","8.282708740234375"
"34","0.81624347586138","2.4020933016064454","-1.6087543336954893","32","2.4442749259059338","4.873696825185271","-0.19383927313795357","Teleop","Speaker","24.038945376099218","23.444183349609375","3197.75634765625","2296.407958984375","32","Blue","7.71100390625"
"25","15.512530177135798","5.061194622413591","-0.05146655168453918","20","3.715445818148157","5.726507737788155","0.09211229124955318","Teleop","Speaker","17.05839374245821","17.447540283203125","3382.181396484375","2473.206787109375","32","Blue","8.263861328125"
"16","1.3011374507490516","1.7842130654150026","-1.4471628493461626","14","2.2227442011420675","4.332722460422193","-0.4418563077421555","Teleop","Speaker","23.79805656993559","23.893264770507812","3229.610107421875","2282.35205078125","32","Blue","7.92460791015625"
