"Total kJ","# of Brownouts","kJ @ 1st BO","PDP 0","PDP 1","PDP 2","PDP 3","PDP 4","PDP 5","PDP 6","PDP 7","PDP 8","PDP 9","PDP 10","PDP 11","PDP 12","PDP 13","PDP 14","PDP 15","PDP 16","PDP 17","PDP 18","PDP 19","PDP 20","PDP 21","PDP 22","PDP 23"
"152.96598371299683","565","12.413203905024172","0.38697577715520015","45.135935316345396","0.12678284920319977","3.870696407860679","11.606221278979202","14.533861823222397","1.1826317871504017","1.6824115933919996","13.96262765318398","1.1088995785344005","1.8784176368832002","0.3779660611439997","13.271849052047958","1.1386197997056013","14.242899693585578","1.1998884374352001","1.4386779183167961","1.7778724470289407","21.10835877847204","2.972077565443202","0.0","0.03028522681439997","0.0","0.0"
